user_id	contacts
3486827	{"contacts": [7253118, 4955532, 4081827, 9733323, 6248231, 3606627, 9854832]}
3488981	{"contacts": [5499864]}
3489231	{"contacts": [4289935]}
3489250	{"contacts": [10457549, 6148512]}
3489478	{"contacts": [4998623]}
3490100	{"contacts": [7226062, 6350981, 7850094, 4070079, 2642582, 5378396]}
3490807	{"contacts": [5748300, 4298747, 9895837, 9898788, 4317878, 5620098, 3347200]}
3491168	{"contacts": [9590911, 5826934]}
3491878	{"contacts": [6635336, 3998959]}
3492811	{"contacts": [2898916, 9085626]}
3493873	{"contacts": [10455417]}
3494985	{"contacts": [5775552, 1949078, 775442]}
3495644	{"contacts": [2633713, 4401967]}
3495708	{"contacts": [4003350]}
3495857	{"contacts": [3980332, 8695233, 1363786, 4439960]}
3496249	{"contacts": [8433124, 2546991, 3288932, 2743200]}
3496328	{"contacts": [1931644, 10469575]}
3496977	{"contacts": [747419, 1069713]}
3497310	{"contacts": [4599246, 10782083]}
3498672	{"contacts": [5473908]}
3500474	{"contacts": [8498169]}
3501945	{"contacts": [62178, 4258708]}
3502552	{"contacts": [2029785, 7994172]}
3503258	{"contacts": [9766771]}
3503686	{"contacts": [8413961]}
3503869	{"contacts": [3530183, 5601876, 4752624, 10344617]}
3504248	{"contacts": [3766013]}
3504272	{"contacts": [1622847, 1627463, 7226787, 6938317, 6943083, 5778427, 7546736, 2863898, 2598903, 4696701, 10997841, 11002473]}
3505719	{"contacts": [457079, 1072173]}
3505977	{"contacts": [10480974, 7399280]}
3506137	{"contacts": [1979440, 4834769]}
3506153	{"contacts": [5198225]}
3507145	{"contacts": [6374627]}
3507744	{"contacts": [4288142, 5760678, 3818510, 596963, 1214610, 8284450]}
3509799	{"contacts": [5222281]}
3511952	{"contacts": [8401071, 7694385, 2505603]}
3512052	{"contacts": [9987820]}
3514048	{"contacts": [7649257]}
3514928	{"contacts": [4306363]}
3515805	{"contacts": [1625300, 10771669]}
3518203	{"contacts": [3193680]}
3518477	{"contacts": [8103688, 1780014]}
3518789	{"contacts": [625878]}
3518979	{"contacts": [7341589, 2042708, 1782143, 1220141]}
3519417	{"contacts": [8473313]}
3519892	{"contacts": [3813564, 653803, 241512]}
3520851	{"contacts": [7279059, 9966002]}
3521082	{"contacts": [4295775]}
3521677	{"contacts": [6860697]}
3522756	{"contacts": [3980555, 7546486, 4421665]}
3523496	{"contacts": [5764790]}
3523645	{"contacts": [1050354, 2350596, 5123336]}
3524245	{"contacts": [10480666, 5327506, 6251863]}
3524774	{"contacts": [8988271]}
3525035	{"contacts": [6581145]}
3525145	{"contacts": [4057314, 8487871, 6489769, 910872, 403503]}
3525147	{"contacts": [5907410]}
3527454	{"contacts": [501881]}
3528042	{"contacts": [5483825]}
3529520	{"contacts": [6739911]}
3529743	{"contacts": [7862604]}
3530183	{"contacts": [1034861, 816775, 3503869, 8802518, 4994686, 4136836, 10344617]}
3530923	{"contacts": [7676374]}
3531135	{"contacts": [3692542, 1852839]}
3531225	{"contacts": [1935921]}
3531245	{"contacts": [2853857]}
3531697	{"contacts": [8017533]}
3532554	{"contacts": [6567479]}
3532886	{"contacts": [6056950]}
3534064	{"contacts": [6546509, 8324212, 8346329]}
3534373	{"contacts": [1483162]}
3534678	{"contacts": [5815724]}
3535220	{"contacts": [6929557, 8410319, 6555576, 5397697]}
3535763	{"contacts": [4275537]}
3536448	{"contacts": [5746909, 8557255, 7434066]}
3537336	{"contacts": [6343288, 2810527, 7146781]}
3537661	{"contacts": [7971186]}
3537764	{"contacts": [1111127, 7376882]}
3538364	{"contacts": [5452652, 10872937]}
3538667	{"contacts": [1735232]}
3539203	{"contacts": [5462807, 10548888]}
3539313	{"contacts": [5041241]}
3541138	{"contacts": [9980899]}
3542448	{"contacts": [4310175, 6962044, 5811334]}
3542588	{"contacts": [10873419]}
3543684	{"contacts": [10805610]}
3543760	{"contacts": [4875938, 4893672, 9975452, 5064242]}
3544113	{"contacts": [3687808, 4592895]}
3544354	{"contacts": [3984808, 4583939]}
3544937	{"contacts": [3986322]}
3545509	{"contacts": [10562828]}
3546046	{"contacts": [4087403]}
3546739	{"contacts": [9138740]}
3547182	{"contacts": [4280991, 7250739, 2250429, 2353835, 670416]}
3549007	{"contacts": [8141266, 4188667]}
3549117	{"contacts": [556871]}
3549190	{"contacts": [5869117, 2162568]}
3551734	{"contacts": [10200937]}
3553347	{"contacts": [4881167, 2356680, 925973, 4216366]}
3553868	{"contacts": [1084252, 2982566, 7403984]}
3554157	{"contacts": [352957]}
3554174	{"contacts": [4976129]}
3554620	{"contacts": [4323369, 6476189]}
3555039	{"contacts": [9296936, 5485719, 8161917, 3245596, 9138370, 5956155]}
3555040	{"contacts": [8163285, 5606864, 2141084, 4248998]}
3557127	{"contacts": [5824964, 5290083]}
3557943	{"contacts": [2234284, 9597221, 6072442, 4354314, 4733519]}
3558495	{"contacts": [8400212, 1631746, 9338672]}
3561089	{"contacts": [7243649, 5297608]}
3561130	{"contacts": [6490673]}
3561133	{"contacts": [211337]}
3561494	{"contacts": [3886607]}
3562585	{"contacts": [297476, 7377691]}
3563506	{"contacts": [5776885, 5787945, 5634466]}
3564472	{"contacts": [4325677, 2858489]}
3564791	{"contacts": [4115187, 10609796]}
3565264	{"contacts": [4116754]}
3565914	{"contacts": [9918713, 4132084]}
3566004	{"contacts": [1637017, 6251174, 9492917, 1561434]}
3568655	{"contacts": [342134, 5305416, 2666194]}
3569596	{"contacts": [3719661]}
3569876	{"contacts": [3444637]}
3571701	{"contacts": [1212762]}
3572035	{"contacts": [3240338, 10957017]}
3572097	{"contacts": [10868193, 8000055, 3615156]}
3572121	{"contacts": [5575512, 431418, 9268779]}
3572636	{"contacts": [1371884, 2933868]}
3573416	{"contacts": [6821802]}
3573508	{"contacts": [7945327]}
3573944	{"contacts": [7518456]}
3575590	{"contacts": [4325691, 3584066, 3606627]}
3575702	{"contacts": [7332844, 2943578]}
3575703	{"contacts": [2639889, 9438781]}
3578315	{"contacts": [4577883, 765301]}
3581066	{"contacts": [4451036]}
3581214	{"contacts": [3886607, 7747992]}
3581846	{"contacts": [4143525]}
3583182	{"contacts": [1540148]}
3583561	{"contacts": [7196538]}
3584399	{"contacts": [6725112]}
3584871	{"contacts": [7234469, 8628287]}
3584930	{"contacts": [664776]}
3585113	{"contacts": [2426093]}
3585524	{"contacts": [3566919]}
3586495	{"contacts": [6932353, 9151384]}
3588184	{"contacts": [4872402, 3419944, 2271427, 7280723, 188793, 9776825, 2441666]}
3588710	{"contacts": [1928932, 8547429, 2667374, 952601]}
3589452	{"contacts": [4305790]}
3589928	{"contacts": [6161270]}
3589986	{"contacts": [5599455]}
3590267	{"contacts": [5216099]}
3590933	{"contacts": [2624069]}
3591727	{"contacts": [9877977, 575704, 8563287]}
3592654	{"contacts": [10585899]}
3592928	{"contacts": [5582259]}
3593244	{"contacts": [465709]}
3593778	{"contacts": [2919580, 5984179]}
3594674	{"contacts": [4365405]}
3595064	{"contacts": [740370]}
3595080	{"contacts": [8945567]}
3595422	{"contacts": [591481]}
3599000	{"contacts": [476027]}
3599891	{"contacts": [2015990, 1536573, 655118]}
3599910	{"contacts": [7571114]}
3600146	{"contacts": [10233962, 2942488]}
3600693	{"contacts": [9983134, 2436038]}
3600713	{"contacts": [52530, 6806429, 3892438]}
3602199	{"contacts": [9715896, 5655063, 8310394, 8376369]}
3605032	{"contacts": [6790956]}
3605633	{"contacts": [2376513]}
3605936	{"contacts": [726412]}
3606225	{"contacts": [3104771]}
3606524	{"contacts": [4571304, 2226317]}
3607583	{"contacts": [584472, 2799942]}
3607787	{"contacts": [4749726, 10366550]}
3607841	{"contacts": [4809861]}
3610478	{"contacts": [7636993]}
3611405	{"contacts": [3695678]}
3611815	{"contacts": [5787059]}
3614830	{"contacts": [6102898]}
3615277	{"contacts": [10237161, 9103254, 4435347, 4195320]}
3616475	{"contacts": [10476931, 3343786]}
3617437	{"contacts": [5270080, 3905202]}
3617819	{"contacts": [4952124, 3037752]}
3618637	{"contacts": [8021980]}
3618817	{"contacts": [6029762, 2790510]}
3619398	{"contacts": [5927860]}
3619672	{"contacts": [7816357]}
3620452	{"contacts": [302339, 2838476, 8790130, 6262904]}
3620677	{"contacts": [10073431]}
3621572	{"contacts": [10468450, 2181031, 2487343]}
3623469	{"contacts": [1851751]}
3626065	{"contacts": [3294048]}
3627793	{"contacts": [162093]}
3627812	{"contacts": [4951438]}
3628446	{"contacts": [5764790, 245558, 10416372, 3072431]}
3630487	{"contacts": [6951436, 5189597, 316712, 1416204, 4975777, 6462474]}
3630503	{"contacts": [8106558, 4006634, 7963702, 2392818]}
3630689	{"contacts": [7240339]}
3631581	{"contacts": [6836497]}
3631696	{"contacts": [15450, 6814863, 7419998, 2425333, 7431522]}
3632427	{"contacts": [8699765, 9540724]}
3632641	{"contacts": [4354550, 1202230]}
3633917	{"contacts": [9817515]}
3634472	{"contacts": [6335313, 2211839, 3701060, 303671, 6066399, 7899828, 6751071, 4127032, 1526724]}
3635186	{"contacts": [1836691]}
3635314	{"contacts": [3398909, 10558976, 2420776, 252020]}
3635445	{"contacts": [9924499]}
3635857	{"contacts": [4290177]}
3636834	{"contacts": [5220209, 930294, 197439, 10961637, 5098868]}
3638492	{"contacts": [5764790, 2302106, 3018595, 3920817, 3945267, 4858328]}
3638623	{"contacts": [5999769]}
3638774	{"contacts": [6732728, 5651564, 1545785]}
3639812	{"contacts": [2957446]}
3640271	{"contacts": [6458543]}
3640364	{"contacts": [5044983]}
3641314	{"contacts": [2460341]}
3641678	{"contacts": [5458921, 10200937, 2556652, 3237391, 3880260, 5993980]}
3642177	{"contacts": [10512814]}
3642326	{"contacts": [8469350, 10902642, 2667929, 4504280, 4217336, 9518111, 8345534, 2476676]}
3642806	{"contacts": [5086473]}
3642957	{"contacts": [2977412, 394296]}
3644778	{"contacts": [3353370]}
3646375	{"contacts": [7282696]}
3647051	{"contacts": [3411151, 9130249, 5150254]}
3651030	{"contacts": [8792615, 8209786, 10571036]}
3651276	{"contacts": [5836698, 6251174]}
3651403	{"contacts": [8027396]}
3651960	{"contacts": [6515570]}
3652961	{"contacts": [1996409, 2352234, 5609753, 1829309]}
3653246	{"contacts": [2752026]}
3653295	{"contacts": [2203705]}
3654236	{"contacts": [4591345, 3414147, 3131767]}
3655139	{"contacts": [8764477, 8023819]}
3657386	{"contacts": [2479428]}
3657906	{"contacts": [2878820, 2475537]}
3662259	{"contacts": [8059745]}
3663126	{"contacts": [7774540]}
3664364	{"contacts": [6400023, 181325, 2714702, 8319987, 10994601]}
3664988	{"contacts": [5078121]}
3666518	{"contacts": [3184217, 2660799, 2476643]}
3667210	{"contacts": [4991059, 7696295]}
3668357	{"contacts": [9172767]}
3669876	{"contacts": [6936099]}
3670648	{"contacts": [5080754]}
3671044	{"contacts": [6815701]}
3671505	{"contacts": [305105]}
3674431	{"contacts": [5517440]}
3674814	{"contacts": [7416360]}
3677092	{"contacts": [6105962, 3794571]}
3678005	{"contacts": [8373126, 727074]}
3679653	{"contacts": [7680334]}
3679938	{"contacts": [213775]}
3681099	{"contacts": [10856523]}
3682180	{"contacts": [3008376]}
3686126	{"contacts": [2219908, 4297656, 6950570, 6660075, 10254170, 9968142, 6734198, 10030720, 3285799, 4759902, 2702600, 8906524]}
3686351	{"contacts": [6777856]}
3686670	{"contacts": [6630637, 8711577, 9904169, 7599485, 8248632]}
3686780	{"contacts": [1917199, 3097691, 5458548, 4870007, 765485, 3424881, 4081789, 1725946, 10862274, 1545090, 3903320, 7493245]}
3687144	{"contacts": [7512478, 4632935]}
3687730	{"contacts": [8689241, 3393490, 3991466, 4699169, 8546766]}
3687797	{"contacts": [8397089, 1929734]}
3687798	{"contacts": [6671837, 6969893]}
3687808	{"contacts": [3544113]}
3688111	{"contacts": [9281998, 5172147, 305031, 7009550, 3480119]}
3688394	{"contacts": [9967524, 692526]}
3689258	{"contacts": [3692582, 9599292, 5042922]}
3689324	{"contacts": [9866722, 10254170, 2657152]}
3689620	{"contacts": [10757293, 10940009]}
3690098	{"contacts": [4867697, 21563, 4005652]}
3690175	{"contacts": [10203899, 8475358, 9503199]}
3690390	{"contacts": [738019, 9280339, 764004, 8783184, 7313532, 4672716]}
3690695	{"contacts": [1037353, 5471463, 3782513]}
3690943	{"contacts": [6582639]}
3691180	{"contacts": [4574919, 2546691, 5529194]}
3691274	{"contacts": [8699641, 5765809, 3788647, 6753615, 3588556]}
3691323	{"contacts": [2507577, 7235307, 9968131, 5107097]}
3691461	{"contacts": [6928930, 2853857, 6236210, 10942896]}
3691991	{"contacts": [9006341, 1120120]}
3692615	{"contacts": [10161951, 6947074, 8733846, 5210613, 6414352]}
3692708	{"contacts": [9278648, 4610139, 6129511]}
3692868	{"contacts": [4897086, 5876392]}
3693180	{"contacts": [1610]}
3693481	{"contacts": [4311035]}
3694262	{"contacts": [4568935, 7382782, 9742862]}
3695052	{"contacts": [546140]}
3695728	{"contacts": [1946417, 7314051]}
3696331	{"contacts": [6633693, 8993604]}
3696454	{"contacts": [7813456, 1633340, 10468758, 776621, 4620521, 9449173]}
3696820	{"contacts": [4283740, 3508868]}
3696848	{"contacts": [2519635, 7825636, 8132626]}
3696970	{"contacts": [4919748]}
3697267	{"contacts": [740944, 4872841, 6934000, 1927807, 6356745, 8726176, 3172347]}
3697658	{"contacts": [3104771]}
3697943	{"contacts": [1931926, 9297713, 1674647]}
3698018	{"contacts": [1035141, 740506, 8699326, 1403861]}
3699267	{"contacts": [3102310]}
3699635	{"contacts": [3996338, 3420890, 3426610, 3134310, 4365405, 1803771, 4195285]}
3700005	{"contacts": [1327620, 6346863, 1928730, 9385365]}
3700316	{"contacts": [1674486]}
3700863	{"contacts": [5751234, 8404855, 5608105]}
3701060	{"contacts": [5756053, 7818939, 4888707, 3230416, 6849993, 5094465]}
3701774	{"contacts": [8413036, 7019897]}
3701810	{"contacts": [1476, 7809910, 445634, 9593814, 3426836, 5620223]}
3701883	{"contacts": [10468403, 3002541, 5978455]}
3701905	{"contacts": [5484926, 1072173, 212478]}
3701919	{"contacts": [8142217, 1089063, 6815638]}
3702232	{"contacts": [2320652]}
3703051	{"contacts": [1659668, 9090240]}
3703337	{"contacts": [6930556, 6941543, 4298286, 8721768, 3128981, 10797611, 789450]}
3703398	{"contacts": [1051388, 3778704]}
3703621	{"contacts": [2928634]}
3703881	{"contacts": [465993, 10190938, 7558685, 2077795]}
3704126	{"contacts": [10775941, 2836630]}
3704204	{"contacts": [7818, 2811364, 8405677, 4585980, 9370313, 3503973, 10873525, 7052669]}
3704994	{"contacts": [8101912, 1633981, 6357695, 6369061, 6371437, 10787731, 3176828]}
3705674	{"contacts": [10750486, 10752526, 4289328, 1352723, 30698, 8738345, 9352142, 4396845]}
3705744	{"contacts": [9407572]}
3705926	{"contacts": [4303682, 10850404]}
3706828	{"contacts": [8992613, 8425400, 6377954]}
3707086	{"contacts": [9291536, 1967018, 4029894, 674438]}
3708688	{"contacts": [4374765]}
3709749	{"contacts": [743920, 4877432, 528638, 6496901, 395712, 2456918]}
3711671	{"contacts": [3419414]}
3712437	{"contacts": [2220399, 10788326]}
3714082	{"contacts": [461063, 10766974, 3143892]}
3714397	{"contacts": [6631895, 2216465, 10169196, 8499726, 2915389, 7342574, 372828, 4161105]}
3716261	{"contacts": [6371283, 1702808]}
3716382	{"contacts": [10748802, 1146963]}
3717465	{"contacts": [2649020]}
3717487	{"contacts": [7000319, 892480]}
3717572	{"contacts": [7807025, 6350832]}
3717605	{"contacts": [10918120]}
3717651	{"contacts": [6386382, 4240924]}
3717839	{"contacts": [8192056, 9816022]}
3718007	{"contacts": [5398537]}
3718213	{"contacts": [4871795, 5461743, 8699030, 5199947, 6968518]}
3718478	{"contacts": [8121056, 9317602, 5881032, 2693007]}
3719212	{"contacts": [2236304, 50660]}
3719330	{"contacts": [464493, 1141249, 6453074]}
3719366	{"contacts": [1052621, 8132626, 1485070]}
3719822	{"contacts": [3176828, 1474730, 2146050]}
3719921	{"contacts": [3394110, 10752526, 5774477]}
3720338	{"contacts": [6663808, 8192371, 8241101, 1183464, 5661544]}
3722604	{"contacts": [2810621, 8454988, 8174926]}
3722741	{"contacts": [1917199]}
3723364	{"contacts": [2186, 2215032, 2215645, 4286472, 7569333, 2592895, 8495326]}
3723794	{"contacts": [7543489]}
3724016	{"contacts": [2507577]}
3724132	{"contacts": [4904621]}
3724709	{"contacts": [9866336, 4582191, 10477706, 2241838, 767319, 7010902, 9215935, 3631877]}
3725293	{"contacts": [10458462]}
3725943	{"contacts": [9400931]}
3727804	{"contacts": [332178, 8499738, 10559350, 4107823, 7348770]}
3728331	{"contacts": [1965094]}
3728897	{"contacts": [2229151]}
3729347	{"contacts": [8793483]}
3730690	{"contacts": [2541275, 8434808, 5593297, 1479701]}
3731403	{"contacts": [3984808, 10466783, 8999143, 62910]}
3731607	{"contacts": [2841143]}
3732013	{"contacts": [5476441, 762493, 4915885, 5237063]}
3733171	{"contacts": [2559785]}
3734113	{"contacts": [455482]}
3734406	{"contacts": [4571038, 936114]}
3734735	{"contacts": [794592, 6987041, 8896554]}
3735700	{"contacts": [6061300, 4939154, 11029450]}
3735946	{"contacts": [9001784]}
3737147	{"contacts": [5159054, 2927, 4733492, 10914639, 8584319]}
3739127	{"contacts": [9280066, 8710445]}
3741702	{"contacts": [8985256]}
3741969	{"contacts": [2830467, 1093286]}
3742799	{"contacts": [2157564]}
3743008	{"contacts": [6930240, 6942677, 1944915]}
3744298	{"contacts": [3431674]}
3745581	{"contacts": [1922231, 6674200]}
3746595	{"contacts": [5167867, 2887424, 1417866, 3268806]}
3746813	{"contacts": [801276]}
3746842	{"contacts": [7695626]}
3746864	{"contacts": [4149596]}
3747220	{"contacts": [2243357]}
3747309	{"contacts": [7385312, 6796297]}
3748382	{"contacts": [1641999, 1389150]}
3748596	{"contacts": [8754344]}
3750428	{"contacts": [4596102]}
3750493	{"contacts": [3765020]}
3750625	{"contacts": [4895574, 1771447, 7465858]}
3751162	{"contacts": [10200937]}
3751268	{"contacts": [3402131]}
3751668	{"contacts": [7520901]}
3751822	{"contacts": [8741643, 5047064]}
3761361	{"contacts": [8106342, 3694812, 7531947, 1646134, 10779340, 9927666, 8544826, 10031429]}
3761613	{"contacts": [1067542, 4928387, 7022145, 7379134, 10326155, 10916258]}
3762136	{"contacts": [10468450, 6457449]}
3762389	{"contacts": [1380338, 4710814]}
3764656	{"contacts": [6801493]}
3764856	{"contacts": [5760853, 5201607, 6706684, 7590555, 2326890]}
3765020	{"contacts": [3750493]}
3766013	{"contacts": [3504248]}
3766357	{"contacts": [10473183]}
3766627	{"contacts": [1924637, 7827849, 768259, 9354934, 9383604]}
3766809	{"contacts": [2587664]}
3767459	{"contacts": [3717327]}
3771237	{"contacts": [7314685, 10286647, 576461]}
3772000	{"contacts": [496939]}
3773191	{"contacts": [1658126]}
3773281	{"contacts": [10806090]}
3773542	{"contacts": [7260473]}
3773756	{"contacts": [6059438, 6694036, 2586342, 7895181, 7022351, 9968142, 6449703, 6760317, 10302226, 8260614]}
3774254	{"contacts": [2064722]}
3777167	{"contacts": [9662954]}
3777848	{"contacts": [4367161, 2021128]}
3778704	{"contacts": [4864676, 2213513, 5453925, 740162, 3984808, 7814505, 7520284, 1336623, 299910, 8112041, 6347746, 2519643, 4288664, 10469690, 9882806, 5764790, 1051388, 461182, 5766119, 9590911, 5766878, 761342, 3122501, 6656313, 765485, 1652902, 9897521, 6662748, 5485437, 8136162, 9610108, 314805, 43148, 9321706, 6381806, 7265089, 1673277, 6387396, 6976026, 2564347, 10217485, 10804633, 3746668, 4928387, 6704594, 10234737, 3762167, 2595277, 1714724, 10547530, 8489463, 2608368, 1727213, 1434961, 8209344, 2320983, 5562334, 552117, 2325414, 9392667, 2032806, 9099086, 3216040, 6751139, 1450714, 2633713, 7935712, 8841152, 154261, 2367402, 7670014, 4432557, 6493971, 3551479, 8855111, 174052, 10043215, 6517337, 8873396, 10639729, 4466090, 1539414]}
3778957	{"contacts": [8444029]}
3779258	{"contacts": [4033009, 6196311]}
3780315	{"contacts": [6306104]}
3780913	{"contacts": [4277300, 2219758]}
3781581	{"contacts": [7069826, 7425671]}
3781945	{"contacts": [6662748, 9023780, 1993947, 5837840, 3190140, 1727213, 552117, 563911, 6757312, 362452, 7402974, 4808719]}
3782481	{"contacts": [5259943, 846536, 2074275, 5366237]}
3782513	{"contacts": [3690695, 5765075, 7893393]}
3782808	{"contacts": [5455374]}
3783935	{"contacts": [10278819]}
3784008	{"contacts": [10240770, 358292]}
3785042	{"contacts": [8413726]}
3785685	{"contacts": [5805407]}
3785748	{"contacts": [5871933, 9473017, 4471252]}
3786481	{"contacts": [8429192, 6453892, 3871511]}
3786802	{"contacts": [4597427]}
3787654	{"contacts": [6942677, 6728417, 554045, 6529515, 1232630]}
3787715	{"contacts": [6058887, 2545483, 7265089]}
3788224	{"contacts": [1099295]}
3788539	{"contacts": [9277459]}
3788647	{"contacts": [7512679, 3691274, 2810621, 10177767]}
3788965	{"contacts": [7512478, 2254586, 1376588, 1807563]}
3789424	{"contacts": [2507577, 7813101, 5539667, 7179327]}
3790727	{"contacts": [9335154]}
3791921	{"contacts": [1753394]}
3792028	{"contacts": [5763931, 2242843, 5213683, 7279059, 4691449, 878623, 7979483, 6573475]}
3792291	{"contacts": [1059521, 76300]}
3794571	{"contacts": [5309607, 3677092]}
3794648	{"contacts": [1496892]}
3795840	{"contacts": [153598, 2717535, 3314960]}
3797335	{"contacts": [5754639, 6360166, 10198902, 5809844, 1702808, 8487917, 8834190, 10910023]}
3797459	{"contacts": [3427811]}
3797498	{"contacts": [10904432]}
3797942	{"contacts": [7512478, 6938879, 8208178, 5304583, 613016]}
3799037	{"contacts": [9596718, 9451488, 1526258]}
3799333	{"contacts": [8102179, 3410072]}
3800485	{"contacts": [8226798]}
3800959	{"contacts": [2215828, 6930240, 7825636, 10480974, 2240099, 7265089, 2361187]}
3800994	{"contacts": [6218445]}
3801283	{"contacts": [1957577]}
3804158	{"contacts": [450916]}
3804229	{"contacts": [10472720]}
3805512	{"contacts": [449387, 10265702]}
3805559	{"contacts": [5294337]}
3806299	{"contacts": [616927]}
3807243	{"contacts": [10918433, 5036250, 4786771]}
3808217	{"contacts": [5610114]}
3808992	{"contacts": [2840748]}
3810109	{"contacts": [5174934, 2072826, 2668783, 10991284]}
3810285	{"contacts": [4632935]}
3811039	{"contacts": [8495670, 5276727]}
3811720	{"contacts": [4003350]}
3813228	{"contacts": [1677953, 617704]}
3813302	{"contacts": [8571164]}
3813532	{"contacts": [8521264]}
3813564	{"contacts": [3983588, 4601561, 5788883, 9078215, 6732092, 3519892, 10012811, 3275141]}
3814193	{"contacts": [314805, 3452798, 1434961]}
3814446	{"contacts": [7364312]}
3816579	{"contacts": [2645139]}
3816597	{"contacts": [2510346, 4585618, 5194139, 6105284, 2162321]}
3817624	{"contacts": [7964017]}
3818510	{"contacts": [3507744]}
3819508	{"contacts": [3137644, 7802111]}
3819663	{"contacts": [6653895, 8901995]}
3820199	{"contacts": [4596001]}
3820700	{"contacts": [6091421]}
3821953	{"contacts": [9955441, 10681338]}
3822656	{"contacts": [9088635, 3814193]}
3822957	{"contacts": [2621533]}
3824355	{"contacts": [890174]}
3825083	{"contacts": [6494587, 3318668]}
3825620	{"contacts": [10938916]}
3827290	{"contacts": [5835337]}
3827942	{"contacts": [3685631, 5160109, 3709369, 4692593, 10617156, 3876052, 3012301]}
3828096	{"contacts": [9905332]}
3830275	{"contacts": [4603303, 6267286]}
3832154	{"contacts": [197018]}
3832272	{"contacts": [358292]}
3833352	{"contacts": [6938879, 6743017]}
3834824	{"contacts": [8221567]}
3835153	{"contacts": [7871004, 6849993]}
3835388	{"contacts": [1464033]}
3836086	{"contacts": [1346216, 1098656]}
3836668	{"contacts": [9288240, 9897521, 5779336, 4030349, 2356876, 399080, 9246479]}
3837014	{"contacts": [10166121]}
3838327	{"contacts": [4864007, 6657873, 1360014, 2962927]}
3838655	{"contacts": [10200265, 1260412, 976442]}
3840042	{"contacts": [302256, 9963017, 6183526, 2157564]}
3840047	{"contacts": [1745292, 7430574]}
3840514	{"contacts": [5766119, 4205143]}
3840695	{"contacts": [7963973]}
3840989	{"contacts": [794711]}
3841655	{"contacts": [8144586, 3785442]}
3842229	{"contacts": [7859942, 8463474]}
3842381	{"contacts": [2195554]}
3842856	{"contacts": [10470936, 7265089, 2629386, 9449173, 6306318]}
3842939	{"contacts": [8404488]}
3843026	{"contacts": [1330154]}
3844064	{"contacts": [10684209]}
3845380	{"contacts": [10973019]}
3847312	{"contacts": [5307554]}
3847376	{"contacts": [6085011]}
3847479	{"contacts": [3097336, 2810621, 6943083, 6162298, 5004307, 5889974]}
3847624	{"contacts": [3315077, 692680]}
3849391	{"contacts": [9028192, 1795280, 10382083]}
3849593	{"contacts": [7061626]}
3849980	{"contacts": [7705236]}
3850311	{"contacts": [8401382]}
3850594	{"contacts": [6780505]}
3852736	{"contacts": [5895766, 10614091, 3265290, 616453, 10041941, 5354687, 8914060]}
3853259	{"contacts": [1935071, 2525408, 554975]}
3854442	{"contacts": [2314618]}
3854710	{"contacts": [7816990]}
3855676	{"contacts": [8261061, 2672497]}
3855823	{"contacts": [112490]}
3855917	{"contacts": [9449173]}
3856470	{"contacts": [10511374, 5573048, 7956522, 3044558]}
3856650	{"contacts": [10037476, 1810067, 5948329]}
3856838	{"contacts": [8213396]}
3857714	{"contacts": [2662808, 8979990]}
3857999	{"contacts": [10244467, 6562179]}
3859360	{"contacts": [2646273, 8356523]}
3859572	{"contacts": [10495092, 10894443, 4128421]}
3859996	{"contacts": [3104745]}
3860199	{"contacts": [606099, 10627925]}
3860469	{"contacts": [8716059, 10269868]}
3861534	{"contacts": [1157628, 2082405, 6268462]}
3862381	{"contacts": [10867675]}
3863394	{"contacts": [7590037]}
3863928	{"contacts": [6219173]}
3864684	{"contacts": [5270720, 9479120]}
3865807	{"contacts": [2090226]}
3865898	{"contacts": [3138105]}
3866066	{"contacts": [5598451]}
3867889	{"contacts": [867120]}
3867891	{"contacts": [9628218]}
3867989	{"contacts": [4876863, 2529199, 3424204, 8458995, 3482733, 115279, 1231956]}
3868311	{"contacts": [1000224]}
3868327	{"contacts": [249317]}
3868470	{"contacts": [10821331]}
3868751	{"contacts": [3480347]}
3869029	{"contacts": [7562170]}
3871511	{"contacts": [8429192, 333763, 3786481, 6453892, 5020476]}
3871596	{"contacts": [6376358, 9943264, 5344852, 7131768, 410649, 10120413]}
3873102	{"contacts": [762978]}
3873656	{"contacts": [3107790, 5217113, 4359532, 2353506, 7989678, 7449979]}
3873667	{"contacts": [3104745, 8133543, 9384408, 1260716]}
3873892	{"contacts": [4451036, 2157564, 9249921]}
3874033	{"contacts": [1662791]}
3874708	{"contacts": [447885]}
3874758	{"contacts": [3274696]}
3875080	{"contacts": [6353396]}
3878552	{"contacts": [6205879, 6212506]}
3880260	{"contacts": [743920, 10608596, 10024605, 4453601, 9766330, 7757453, 3641678]}
3880536	{"contacts": [4444084]}
3881057	{"contacts": [776200, 10623727]}
3881638	{"contacts": [9453962]}
3881672	{"contacts": [6769822]}
3882285	{"contacts": [740907]}
3882646	{"contacts": [8409612, 5590382]}
3882905	{"contacts": [5486234, 7867448, 8274746]}
3883566	{"contacts": [9291536, 1110447, 9412266, 10592155, 10015953, 1558629, 1858917, 5986179, 10110691]}
3884057	{"contacts": [783086, 4747869, 8047201]}
3884666	{"contacts": [3298408]}
3884722	{"contacts": [6560850]}
3886607	{"contacts": [10481647, 1656132, 6989606, 7907122, 4712848, 7069614, 897830, 3561494, 3581214, 1227316, 399732, 211542, 5665843, 1541677, 4512552, 3041335]}
3887435	{"contacts": [6532483]}
